8	 2.560000E+02
16	 INF
24	 7.680000E+02
32	 1.024000E+03
40	 1.280000E+03
48	 1.536000E+03
56	 8.960000E+02
64	 2.048000E+03
72	 7.680000E+02
80	 1.280000E+03
88	 7.040000E+02
96	 7.680000E+02
104	 6.656000E+02
112	 7.168000E+02
120	 6.400000E+02
128	 6.826667E+02
136	 5.440000E+02
144	 6.582857E+02
152	 4.864000E+02
160	 5.688889E+02
168	 4.480000E+02
176	 4.693333E+02
184	 4.205714E+02
192	 4.096000E+02
200	 3.555556E+02
208	 3.697778E+02
216	 3.456000E+02
224	 3.413333E+02
232	 3.227826E+02
240	 3.200000E+02
248	 2.939259E+02
256	 3.034074E+02
264	 2.816000E+02
272	 2.901333E+02
280	 2.635294E+02
288	 2.490811E+02
296	 2.428718E+02
304	 2.494359E+02
312	 2.321860E+02
320	 2.275556E+02
328	 2.233191E+02
336	 2.240000E+02
344	 2.076981E+02
352	 2.125283E+02
360	 1.986207E+02
368	 2.030345E+02
376	 1.909841E+02
384	 1.950476E+02
392	 1.900606E+02
400	 1.882353E+02
408	 1.813333E+02
416	 1.848889E+02
424	 1.762078E+02
432	 1.795325E+02
440	 1.717073E+02
448	 1.727229E+02
456	 1.737143E+02
464	 1.767619E+02
472	 1.697079E+02
480	 1.725843E+02
488	 1.301333E+02
496	 1.619592E+02
504	 1.612800E+02
512	 1.575385E+02
520	 1.569811E+02
528	 1.593962E+02
536	 1.517876E+02
544	 1.554286E+02
552	 1.472000E+02
560	 1.531624E+02
568	 1.540339E+02
576	 1.562034E+02
584	 1.519350E+02
592	 1.515520E+02
600	 1.465649E+02
608	 1.485191E+02
616	 1.471045E+02
624	 1.446957E+02
632	 1.404444E+02
640	 1.412414E+02
648	 1.513577E+02
656	 1.467972E+02
664	 1.426040E+02
672	 1.452973E+02
680	 1.403871E+02
688	 1.429610E+02
696	 1.374815E+02
704	 1.399255E+02
712	 1.340235E+02
720	 1.431056E+02
728	 1.378462E+02
736	 1.401905E+02
744	 1.392281E+02
752	 1.407251E+02
760	 1.366292E+02
768	 1.380674E+02
776	 1.327914E+02
784	 1.409438E+02
792	 1.369946E+02
800	 1.383784E+02
808	 1.339689E+02
816	 1.360000E+02
824	 1.318400E+02
832	 1.331200E+02
840	 1.298551E+02
848	 1.398763E+02
856	 1.349360E+02
864	 1.368713E+02
872	 1.328762E+02
880	 1.353846E+02
888	 1.309493E+02
896	 1.371866E+02
904	 1.333088E+02
912	 1.247179E+02
920	 1.338182E+02
