40000
-94.1338501	-10.24092197	-7.942867279	8.424066544	-51.3595047	-13.02366543	0	1	0
-97.91203308	-25.4377327	0.7081422806	-75.8380661	113.3031693	-16.62301636	0	2	0
-59.37147141	-23.94875336	-33.66424179	15.19634056	84.98277283	11.28077316	0	3	0
-109.8890381	-14.82122135	-20.2456913	47.31357956	102.7037811	106.7832794	0	4	0
-54.44576645	-47.79874802	12.07619572	67.72760773	-3.312748909	64.93520355	0	5	0
-89.45976257	-30.03551102	2.257252693	123.305687	50.86697006	80.86460114	0	6	0
-116.9090881	-1.441014528	-48.7930603	43.66388702	12.78201389	9.504154205	0	7	0
-102.4515839	-57.55793381	-4.656545639	155.2062531	7.16575861	-22.50758171	0	8	0
-120.6818008	4.210097313	-11.37493706	111.9189148	-124.500946	15.78847885	0	9	0
-62.24247742	-73.48548889	-19.82637215	57.52292633	123.3003464	16.37857819	0	10	0
-35.94824982	-92.2539978	15.97380829	117.9759064	9.766399384	24.158741	0	11	0
-103.8533554	-77.86313629	19.18101311	119.9020462	37.85221863	39.76709747	0	12	0
-94.80706787	-30.14075661	0.05444036424	-49.64571381	103.4873962	-101.7696686	0	13	0
-105.110733	59.72948837	20.67959213	91.08170319	-8.97729969	8.706317902	0	14	0
-56.79958725	-17.39849472	72.16960144	77.08386993	-4.311385155	0	0	15	0
-88.99584961	-53.30982208	8.655127525	81.21464539	-46.7828598	0.7694684267	0	16	0
-86.80137634	-33.21928024	15.7706461	-0.6931058168	166.3807678	-0.6788969636	0	17	0
-122.1281281	-71.44985962	34.98570251	146.9785156	118.4899063	-89.25365448	0	18	0
-33.14422226	-37.89981079	-27.90614128	168.3237457	92.91926575	82.96417999	0	19	0
-109.5778809	-40.00213242	-2.897946835	-126.7292404	-127.6283722	2.300551891	0	20	0
-82.3932724	-36.02831268	3.189905643	236.7324371	66.96187592	26.07871056	0	21	0
-97.95179749	-32.57262421	0.5853559375	-6.74297142	-132.4132843	115.7600861	0	22	0
-116.259819	-33.8871994	-16.99629021	-21.96162224	120.6635818	-69.21530151	0	23	0
-90.79811859	-9.667977333	-17.8464756	70.97067261	136.436264	-57.52910614	0	24	0
-50.97554016	-19.27344131	-19.50473785	63.13062668	37.2305069	-45.92024612	0	25	0
-83.50331879	2.168982267	-9.770028114	96.68221283	67.56575012	-30.14742661	0	26	0
-129.6079407	-29.38402939	6.669631958	43.40644455	-90.4054184	119.8638687	0	27	0
-70.46961975	-6.722973824	10.72952461	158.0864258	45.71218872	-2.791882515	0	28	0
-116.1525345	-66.7750473	10.31891918	156.6126709	61.07088852	-5.64750576	0	29	0
-5.452033997	-41.35581589	42.02624512	73.8657074	-46.36055374	12.97806454	0	30	0
-118.48703	-57.95132446	53.60688019	47.0757103	-11.87285137	-18.04849052	0	31	0
-96.60916138	41.44882584	-14.05556393	-25.73152733	-12.1320467	-64.62761688	0	32	0
-157.4759216	-82.79396057	15.20414925	66.00058746	2.54129982	-13.09672832	0	33	0
-115.4799194	-39.83668137	-3.022310972	69.46518707	79.69303131	-17.89725113	0	34	0
-95.09028625	-60.83094406	-64.45384979	54.51002502	36.12771606	-9.367764473	0	35	0
-141.7753143	-3.203013659	65.59381104	90.22673798	-40.73677826	-34.73794556	0	36	0
-94.79641724	-34.29472733	5.196828842	151.9518585	-199.3988342	-96.88246155	0	37	0
-100.4166565	-22.0011673	0.2743735015	-116.4041977	168.8749237	-3.413690329	0	38	0
-121.8583603	-33.56499481	5.448014736	-31.64858055	-24.90557098	-75.33396149	0	39	0
-42.2133255	20.64480782	21.11120033	-8.653623581	130.3624573	11.02210999	0	40	0
-104.50383	-34.63081741	-50.71193695	133.0643921	57.93982315	-52.90044785	0	41	0
-123.4685822	-61.39645004	38.01848602	41.15401459	-0.4979726076	-5.593227863	0	42	0
-91.30687714	-38.04575729	0.006772027817	267.1304016	-35.29301071	-10.28586197	0	43	0
-114.4138565	-70.5133667	-75.63537598	144.7525024	-29.88085938	0	0	44	0
-82.48477173	-13.58702183	-0.1261849999	-21.90366173	63.48345947	77.81716156	0	45	0
-80.47341919	-2.153758287	45.90972519	-45.21135712	48.86307144	-18.28666115	0	46	0
-68.68616486	-43.07353592	17.66012764	54.20439911	76.42858887	127.7286224	0	47	0
-133.0809021	-38.33131409	21.42628479	48.10663986	-20.0774498	49.99670029	0	48	0
-98.20041656	-19.03643227	1.511624455	-66.06804657	123.4474258	-10.25454807	0	49	0
-59.98740005	-24.07128716	30.72891426	89.28710175	71.44314575	-31.89799881	0	50	0
-108.0172348	-38.08836365	-13.42899513	62.35499954	67.90348816	5.396655083	0	51	0
-110.0978851	-51.13338852	14.5759182	139.4666595	-63.30115891	71.84941864	0	52	0
-102.5990219	-27.54726791	0.5592688918	70.9668045	-22.24461746	55.86411285	0	53	0
-112.3255768	-37.21289444	5.193549156	58.09165955	-59.32748032	68.95938873	0	54	0
-65.29458618	-34.60448074	-8.21450901	12.88092995	92.64133453	44.88256836	0	55	0
-125.7687836	-71.42001343	67.51410675	71.90937805	23.4094696	33.66267776	0	56	0
-157.961853	-43.55463409	-34.89953613	149.135025	11.86975574	11.21919537	0	57	0
-80.13706207	-26.88692284	1.303246021	5.058473587	134.8467865	25.07494736	0	58	0
-94.76754761	-55.16263199	-21.41659355	91.33074951	-55.59586716	111.8197021	0	59	0
-84.48612213	-31.10616875	10.21619511	-12.16007042	-34.6977005	-21.88871765	0	60	0
-75.73591614	-67.16955566	21.2930069	156.2133636	-50.24698257	2.592793703	0	61	0
-157.124176	-54.92371368	-42.7659874	49.21898651	-30.59007645	18.21364212	0	62	0
-114.5363922	4.751353264	8.535703659	56.80801773	3.138658524	9.625089645	0	63	0
-102.0963211	22.46944237	-4.317200184	24.80872917	-88.32004547	-33.17524338	0	64	0
-65.89454651	-44.07405472	-3.009299517	234.9433594	-117.3765259	17.74838638	0	65	0
-147.4419861	13.5971899	20.95275497	81.50959778	-4.784562111	-55.63535309	0	66	0
-75.77243805	-60.84089661	19.23895645	43.49486923	64.87385559	47.42967606	0	67	0
-100.9358368	-27.08446884	15.68281078	0.2615984678	72.22842407	27.34645271	0	68	0
-69.7792511	-39.44048309	31.71437454	69.28875732	112.8382416	-69.6845932	0	69	0
-95.29239655	-104.7480087	-14.6568327	146.4028168	47.62705231	-1.288280487	0	70	0
-88.06915283	-21.23661613	30.05182648	114.3819046	-61.26033401	18.46366501	0	71	0
-111.4474945	-27.06520462	-2.543432713	-0.3145047426	41.43457413	-81.96261597	0	72	0
-97.86100769	-43.42633438	10.39936066	46.92237473	-55.13338852	-128.9421082	0	73	0
-69.20121002	5.815123558	-20.99934959	53.20640564	-71.25122833	-31.19591713	0	74	0
-97.45277405	-25.94937515	5.061736107	63.38985825	109.6183624	7.32184124	0	75	0
-82.94668579	-15.32064342	19.31770325	36.45218277	-48.03782654	103.8989182	0	76	0
-40.03394318	-32.23389053	8.72755909	81.2561264	29.97780037	-23.05310822	0	77	0
-87.7053833	-52.18569565	-15.07017422	74.55198669	170.5359192	-19.37050056	0	78	0
-80.82338715	-34.17016602	-14.50696468	-108.3597031	84.96912384	77.24620056	0	79	0
-96.39346313	-41.6616745	-1.464265585	120.3521271	-52.02299118	137.0502625	0	80	0
-101.209137	-11.04815388	9.06667614	-20.94820213	-78.93449402	-69.08939362	0	81	0
-74.94156647	-42.53338242	13.72982979	219.9185181	129.7241364	94.56988525	0	82	0
-93.21572113	-41.33928299	2.091109276	178.4518585	-229.0368652	88.60083771	0	83	0
-96.09024048	-31.17302132	2.937857866	128.5092621	-128.4174957	-130.2062073	0	84	0
-81.0133667	-45.18071747	-2.14580512	68.45840454	10.09103775	98.75138855	0	85	0
-94.10098267	-8.491751671	-26.96949577	52.36949158	85.63356781	187.4020081	0	86	0
-130.2144165	16.28966331	60.43012619	51.2881279	-53.72838974	11.37278938	0	87	0
-100.6090546	-91.6728363	-10.82128048	145.504425	-9.081633568	2.123698235	0	88	0
-41.86595535	-84.55300903	14.63116169	173.1573029	32.40740585	3.522533894	0	89	0
-77.52812958	-35.26047897	3.331858158	78.06678772	100.4398956	-7.686033726	0	90	0
-85.849617	-41.02312851	-40.56632996	71.24784088	-8.569659233	108.0656433	0	91	0
-147.9675903	-64.48236084	37.00522232	130.4123077	-43.44692612	34.85360718	0	92	0
-102.9589996	-61.83723831	48.69494247	158.7373657	-103.23983	20.84843445	0	93	0
-26.32350922	-42.71374512	35.89850235	81.90463257	76.62953186	-47.82501984	0	94	0
-102.1213989	-92.51256561	12.51840019	197.2141266	53.10445404	-17.59787941	0	95	0
-55.94816589	-96.59637451	-10.1230011	120.3349609	51.37667084	-0.7588869333	0	96	0
-89.35739136	-58.51480484	32.99675369	176.8728943	-8.386250496	-49.30062866	0	97	0
-151.551178	-76.52378082	14.57086945	74.27204132	-14.26506901	7.370624065	0	98	0
-140.4850159	-77.17628479	53.4826088	99.38380432	-42.44962311	-24.91326714	0	99	0
-95.20343781	-2.658227205	-3.412992954	53.05550385	-87.20556641	-101.3432388	0	100	0
-93.31394196	-87.41999054	0.9862866998	137.2150269	30.60173225	-8.908328056	0	101	0
-96.40261078	18.37628365	-12.07462978	47.06131744	-95.28643036	64.68243408	0	102	0
-121.4765549	2.216025114	3.90764761	48.44914627	-57.41220474	1.777454734	0	103	0
